"CNTLNUM","SCHCNTL","currentTeacher","TFSFINWT","F0105","F0108","F0113","F0116","T0293","T0294","T0295","T0296","T0297","T0298","T0299","T0300","T0301","T0303","T0306","T0307","T0308","T0309","T0310","T0311","T0312","T0315","T0320","T0321","T0322","T0324","T0325","T0326","T0327","T0331","T0332","T0335","T0336","T0337","T0338","T0339","T0340","TFNLWGT","LEP_T","MGMNT_T","NEWTCH","PLAN","PUPILS_D","PUPILS_S","SBKGD_T","SDLQ_T","T0051","T0059","T0106","T0120","T0122","T0124","T0125","T0126","T0127","T0147","T0148","T0149","T0150","T0153","T0154","T0155","T0156","T0158","T0208","T0248","T0250","treat","teachImputed","PUPILS","PSCHMAN","PFAMBACK","PSTUDEL","PSTUPAR","PTEACSUP","pscore","distance","weights","subclass"
124704,111795,1,729.9376,"Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat disagree",5,5,4,3,4,4,1,1,2,4,1,3,2,2,1,1,2,2,1,2,2,4,3,4,4,4,4,2,2,2,2,1,1,139.0411,44.44,19,"Teacher has taught 3 years or less",7.62,0,9,8,19,1,1,1,3,5,1,1,1,1,2,-8,0,1,1,1,2,2,2,9,1,2,0,0,9,-0.548003863260383,-0.0677081675807916,0.601412531203175,-0.00910769994727434,-0.443955650339001,0.501281436069017,0.501281436069017,1,"161"
124718,111272,1,30.1133,"Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree",4,4,4,4,3,4,1,1,4,3,1,1,1,1,1,1,1,3,1,2,2,2,2,2,3,2,2,1,1,1,2,2,1,29.1334,0,20,"Teacher has taught 3 years or less",22.86,150,0,5,11,1,0,0,2,5,2,2,1,1,2,-8,0,1,2,1,1,2,1,0,-8,-8,0,0,150,-1.3602672796209,-1.06358291635585,-0.720332035882659,-0.692769859382308,-1.22971493836852,0.191179428224331,0.191179428224331,1,"55"
124799,107574,1,610.0553,"Strongly disagree","Neither agree nor disagree","Strongly agree","Somewhat agree",4,4,4,4,4,2,3,2,2,2,1,3,4,2,2,2,1,1,1,3,1,4,4,4,4,4,1,4,4,3,4,1,5,390.4923,0,16,"Teacher has taught 3 years or less",5.63,0,0,15,17,1,1,0,3,5,1,1,1,1,1,1,4,2,1,2,1,2,2,30,2,2,0,1,0,0.25221325581895,1.0279655143323,0.171253182744454,-0.234079853518325,0.602263922576009,0.173837934030598,0.173837934030598,1,"60"
125393,108445,1,3.3049,"Strongly disagree","Somewhat disagree","Strongly disagree","Somewhat disagree",2,2,5,5,4,5,2,1,1,4,1,2,1,1,2,1,1,1,1,2,2,3,3,3,2,4,4,1,1,1,2,1,1,2.9312,0,18,"Teacher has taught 3 years or less",7.14,0,10,5,16,1,0,0,1,5,1,1,1,1,2,-8,0,1,1,2,2,2,2,10,1,-8,0,0,10,-0.408152383074414,-0.870901879167611,0.0180348152494189,-0.315013392184682,-0.887626975837084,0.209608323153983,0.209608323153983,1,"167"
125399,100925,1,77.5455,"Strongly disagree","Neither agree nor disagree","Somewhat agree","Somewhat disagree",1,2,4,3,4,5,1,1,4,2,1,2,2,2,1,1,1,1,1,3,3,4,3,4,4,4,3,3,3,3,3,2,5,68.5589,63.16,20,"Teacher has taught 3 years or less",7.5,0,19,12,18,1,0,0,3,5,2,2,1,1,2,-8,0,2,2,1,1,2,2,19,-8,2,0,0,19,-0.922432739972863,0.675275530685651,0.591071799250216,0.543129794797941,-0.636503975298568,0.191825054033122,0.191825054033122,1,"106"
125427,106848,1,565.863,"Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree",4,4,5,5,4,5,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,3,3,3,3,4,3,1,1,1,3,1,1,263.0047,0,20,"Teacher has taught 3 years or less",16.67,0,20,6,16,1,0,1,1,5,1,1,1,1,2,-8,0,2,1,1,2,2,2,20,-8,-8,0,0,20,-1.45121268326622,-0.681100502050508,-0.0391733989632045,-0.50267011969554,-1.28749527110407,0.261081451668392,0.261081451668392,1,"154"
125754,100141,1,891.6654,"Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat disagree",4,4,4,5,3,4,3,3,4,2,2,4,3,2,3,2,3,1,2,4,3,3,3,3,3,3,3,3,2,2,3,1,1,145.4657,0,11,"Teacher has taught 3 years or less",17.98,79,0,10,15,1,0,1,1,5,1,1,1,1,2,-8,0,2,1,1,2,2,2,0,-8,-8,0,0,79,1.03795307808247,0.11445674381088,-0.0426657934100705,0.379013477856349,0.525206485522228,0.305763249122346,0.305763249122346,1,"140"
125993,100872,1,624.3745,"Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree",2,4,4,4,4,4,2,1,3,3,2,3,3,2,2,2,2,2,1,3,3,4,4,4,4,4,3,2,3,2,4,1,1,520.0146,0,16,"Teacher has taught 3 years or less",6.88,89,0,11,19,1,0,7,1,5,1,1,1,1,2,-8,0,2,1,1,2,2,1,0,2,-8,0,0,89,0.191470563826808,0.318079142827715,0.632869198643719,0.547318670222385,0.226993801536826,0.400228699687954,0.400228699687954,1,"86"
126120,103027,1,497.2602,"Strongly agree","Neither agree nor disagree","Strongly agree","Strongly disagree",1,3,5,5,5,5,1,1,3,2,2,2,1,1,1,1,2,1,1,2,2,4,4,4,4,4,4,4,4,4,4,1,1,340.4617,0,18,"Teacher has taught 3 years or less",6.58,0,0,16,20,1,0,0,1,5,1,1,1,1,1,1,4,1,1,1,1,2,2,7,1,-8,0,0,0,-0.655790383685727,1.61060729496189,1.08742384067777,0.238444664592978,-0.998269375973842,0.4893995933571,0.4893995933571,1,"12"
126133,100790,1,725.4174,"Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree",4,4,5,4,5,5,1,1,3,2,1,3,1,2,2,1,2,3,1,4,4,4,3,4,4,4,4,4,4,4,4,1,5,352.8762,0,18,"Teacher has taught 3 years or less",15.83,0,22,16,19,1,0,1,1,5,1,1,1,1,2,-8,0,2,2,1,2,2,2,22,-8,-8,0,0,22,-0.328505586140845,1.7148468044068,1.18193863000115,1.5239572609372,-0.839565222633104,0.162729898001485,0.162729898001485,1,"103"
126301,100269,1,476.5584,"Strongly disagree","Somewhat agree","Somewhat disagree","Strongly disagree",4,5,5,5,4,5,1,1,3,1,1,1,3,2,1,2,1,1,1,2,4,4,4,3,3,4,3,4,4,4,4,1,1,36.7357,0,20,"Teacher has taught 3 years or less",20.83,202,0,16,17,1,0,0,1,5,1,1,1,1,1,1,5,1,1,1,1,2,1,0,1,-8,0,0,202,-0.965961889440925,1.56137792073958,0.547159831397279,0.69798780966224,-0.151900735402069,0.349469405782698,0.349469405782698,1,"193"
126511,106092,1,503.1655,"Strongly agree","Somewhat agree","Strongly agree","Somewhat agree",2,4,4,4,4,5,1,2,4,2,1,1,1,1,1,1,1,4,1,2,2,4,3,3,4,4,3,2,2,2,3,1,2,114.9065,0,19,"Teacher has taught 3 years or less",4.29,0,0,9,17,1,0,0,1,5,1,1,1,1,1,1,4,1,2,1,2,2,2,25,2,2,0,1,0,-0.969994382749063,0.0131524376042454,0.249515353214156,-0.052713902821785,-1.13273284609061,0.32555797617436,0.32555797617436,1,"78"
126680,102073,0,23.2539,"Neither agree nor disagree","Strongly disagree","Neither agree nor disagree","Strongly agree",5,5,5,5,5,5,1,2,3,2,1,2,3,4,2,2,2,1,2,2,1,2,2,2,3,3,2,1,2,1,2,1,1,17.4106,0,17,"Teacher has taught 3 years or less",0,12,0,6,12,1,0,0,3,5,2,2,2,2,2,-8,0,2,1,2,2,2,1,0,2,-8,0,1,12,-0.0133101831425582,-0.875011007905755,-0.683524950555311,-1.03763877442557,0.642661737976684,0.271103265692775,0.271103265692775,1,"85"
126886,109822,1,568.4953,"Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree",4,4,5,4,5,5,1,1,2,2,1,1,1,1,1,2,1,2,1,4,3,4,4,4,4,4,3,4,3,3,3,1,1,107.6303,4.35,20,"Teacher has taught 3 years or less",9.38,0,23,13,19,1,1,0,3,5,1,1,1,1,1,1,5,2,1,1,1,2,2,23,2,2,0,0,23,-1.30764151543291,0.907115929176722,0.861486768702527,0.865588739464377,-1.08344941478678,0.21358554063022,0.21358554063022,1,"111"
126973,109749,1,693.4795,"Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree",3,3,5,5,4,5,2,4,3,3,3,4,4,3,3,2,4,3,2,2,1,1,3,3,3,3,1,2,2,1,2,2,5,98.4135,6.34,9,"Teacher has taught 3 years or less",3.75,142,0,7,13,1,1,2,3,5,1,1,1,1,1,1,5,2,2,1,1,2,2,0,2,2,0,1,142,1.29849798250143,-0.680773493260941,-0.730366288968228,-1.14865888477819,1.20881049924273,0.367503683381341,0.367503683381341,1,"172"
127074,101233,1,867.4828,"Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree",4,5,5,5,4,5,1,1,3,3,1,3,2,2,1,1,1,1,1,3,3,3,3,3,3,4,3,1,2,1,3,2,1,89.3441,5.41,20,"Teacher has taught 3 years or less",4.39,74,0,7,16,1,0,0,1,5,1,1,1,1,1,1,3,2,2,1,1,2,2,0,1,2,0,0,74,-0.691621245023938,-0.502948330117093,0.0542913253572671,0.125342671525951,-0.527865267438506,0.243958697435088,0.243958697435088,1,"73"
127172,101607,1,32.0444,"Strongly disagree","Strongly disagree","Somewhat agree","Strongly disagree",1,4,4,4,3,1,3,4,2,4,1,4,1,2,1,2,4,2,3,2,2,4,1,4,4,4,1,1,2,2,2,2,5,28.4208,0,12,"Teacher has taught 3 years or less",8.57,0,18,7,14,1,1,1,3,5,1,1,1,1,1,1,2,2,1,1,2,2,2,18,1,-8,0,0,18,0.6258564031934,-0.353848117864347,-0.302636033381226,-0.157416559616325,-0.0818014759208484,0.242451983389909,0.242451983389909,1,"186"
128509,111750,1,52.0019,"Strongly disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree",4,4,5,5,4,4,1,2,2,2,1,2,1,4,2,4,2,1,1,3,2,3,3,2,2,3,2,2,2,1,3,1,1,46.1216,0,17,"Teacher has taught 3 years or less",17.74,0,0,8,12,1,1,1,3,5,1,1,1,1,1,1,2,1,1,1,2,2,2,22,1,2,0,0,0,-0.0227371241753986,-0.449745778865288,-0.562297709954285,-0.332333660724184,0.415952165514206,0.223914605913747,0.223914605913747,1,"163"
129385,101964,1,654.8018,"Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree",3,4,4,4,4,4,1,1,2,3,2,3,3,2,4,3,3,4,1,3,2,3,3,4,3,3,2,1,2,1,2,1,1,22.9996,0,14,"Teacher has taught 3 years or less",1.88,176,0,6,15,1,0,1,3,5,1,1,1,1,2,-8,0,2,2,2,2,2,2,0,-8,-8,0,0,176,0.595364027316447,-0.75577224264154,-0.279549385784303,-0.254603765504817,0.634183315394217,0.0906101485574147,0.0906101485574147,1,"147"
129671,105154,1,864.9886,"Neither agree nor disagree","Strongly agree","Somewhat agree","Neither agree nor disagree",3,4,5,5,4,5,1,1,4,1,1,1,2,1,1,2,2,1,1,4,3,4,2,3,3,4,3,1,1,3,3,1,1,551.2384,25,19,"Teacher has taught 3 years or less",1.43,0,20,8,15,1,0,7,3,5,1,1,1,1,1,1,5,1,1,1,1,2,2,20,-8,1,0,1,20,-0.798876886703246,0.158903182898327,0.112462930247798,0.611125120628265,-0.58337534084336,0.349590159526604,0.349590159526604,1,"201"
129707,106501,1,582.7233,"Strongly disagree","Strongly disagree","Strongly disagree","Somewhat disagree",5,4,5,5,4,5,1,1,2,2,1,1,3,2,1,1,1,1,1,3,3,4,3,3,4,4,3,4,4,3,3,1,1,28.0328,0,20,"Teacher has taught 3 years or less",4.17,122,0,14,17,1,0,0,3,5,1,1,1,1,2,-8,0,2,2,1,2,2,2,0,1,-8,0,0,122,-1.04569610977213,0.963034823200892,0.477542247768827,0.491826792250464,-0.385957850075409,0.156568734126108,0.156568734126108,1,"21"
129851,106233,1,920.65,"Strongly agree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree",2,3,4,4,4,5,1,1,2,1,1,3,1,1,1,1,2,3,1,3,3,3,2,3,4,3,2,2,4,2,3,3,5,479.9297,2.38,19,"Teacher has taught 3 years or less",11.25,126,0,11,14,1,1,0,3,5,1,1,1,1,1,1,5,2,2,2,2,2,2,0,2,2,0,0,126,-0.646908225138707,0.173042820387621,-0.140339771318965,0.173732754320354,-1.03389535630338,0.0826109538557949,0.0826109538557949,1,"151"
129940,104346,0,38.2274,"Strongly agree","Strongly disagree","Strongly disagree","Somewhat disagree",2,2,4,5,4,5,3,3,4,2,2,3,3,2,2,2,3,1,1,4,2,4,3,3,3,4,2,3,1,2,2,1,5,30.8799,0,12,"Teacher has taught 3 years or less",6.58,0,24,8,15,1,0,1,1,5,1,1,1,1,1,1,5,1,2,1,1,2,2,24,2,-8,0,1,24,0.761690231062186,-0.124608371244831,-0.114220622065383,0.232474147168046,0.446341772639715,0.268975372556369,0.268975372556369,1,"202"
129984,103659,1,89.025,"Strongly agree","Strongly agree","Somewhat disagree","Neither agree nor disagree",3,3,5,4,4,5,2,3,3,4,2,3,2,2,3,2,2,2,2,3,2,4,3,2,3,4,2,3,2,1,3,3,5,72.182,0,13,"Teacher has taught 3 years or less",6.25,0,22,9,14,1,1,0,3,5,1,1,1,1,1,2,3,1,1,2,1,2,2,22,1,-8,0,0,22,0.638183679797812,-0.26775946204349,-0.268411224137917,0.0120255009733524,0.187037520880514,0.130668733159965,0.130668733159965,1,"63"
130002,103508,1,669.8106,"Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree",4,4,5,5,5,5,1,1,4,2,1,3,1,2,1,2,3,2,2,3,3,4,3,4,4,4,3,2,3,3,4,3,5,296.4982,0,18,"Teacher has taught 3 years or less",7.5,0,0,12,18,1,1,0,3,5,1,1,1,1,2,-8,0,2,1,1,1,2,2,21,2,-8,0,1,0,-0.369801274521268,0.651641867296569,0.56826253323817,0.577384932723205,-0.498247479837806,0.306632647425634,0.306632647425634,1,"39"
130162,102082,0,169.1734,"Strongly agree","Strongly agree","Strongly agree","Neither agree nor disagree",2,4,5,5,3,5,3,4,4,3,4,4,4,2,3,3,4,3,2,2,2,4,3,3,4,3,1,1,1,1,1,4,3,140.6674,12.5,7,"Teacher has taught 3 years or less",7.75,0,16,4,14,1,0,1,1,5,2,1,1,1,2,-8,0,1,1,1,2,2,2,16,2,2,0,0,16,1.61826416625677,-1.31181252470917,-0.549530167425596,-0.307518423933078,1.21954505305369,0.299559880065378,0.299559880065378,1,"109"
130712,104266,1,184.2637,"Strongly agree","Strongly agree","Somewhat agree","Somewhat agree",2,1,2,2,2,1,3,4,4,4,3,4,3,3,3,4,2,3,3,1,1,1,2,2,1,2,1,2,2,1,2,1,1,179.845,0,10,"Teacher has taught 3 years or less",10.61,110,0,7,8,1,0,0,1,5,1,1,1,1,1,1,4,2,2,1,1,2,2,0,2,-8,0,0,110,1.22943124757906,-0.834649168667127,-1.42191173540089,-1.63593453905773,1.34912065956142,0.242166668188359,0.242166668188359,1,"100"
130886,107048,1,418.891,"Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree",1,1,4,4,3,4,2,2,4,2,4,3,4,4,3,4,3,4,2,3,2,3,3,3,3,3,3,3,1,1,2,4,3,44.6301,0,11,"Teacher has taught 3 years or less",8.93,162,0,7,15,1,0,3,2,5,1,1,1,1,1,2,3,2,2,1,1,2,1,0,2,-8,0,0,162,1.07392101934964,-0.490068551342253,-0.210538028112346,-0.273831026186416,1.57856045952245,0.258798469440057,0.258798469440057,1,"157"
131129,110183,1,3247.675,"Strongly agree","Strongly agree","Strongly disagree","Somewhat agree",2,2,4,4,5,5,2,1,3,2,1,1,2,2,1,2,1,2,2,3,3,4,4,4,3,4,3,4,4,3,4,2,2,501.5181,0,19,"Teacher has taught 3 years or less",12.5,110,0,15,18,1,0,0,1,5,1,1,1,1,1,2,3,2,1,1,2,2,1,0,1,-8,0,0,110,-0.684069346232679,1.14928355032116,0.601994123690115,0.564941136904557,-0.310524208277588,0.381708783573249,0.381708783573249,1,"118"
131404,101903,0,87.76,"Somewhat agree","Strongly disagree","Somewhat disagree","Somewhat disagree",3,3,5,5,5,5,1,1,3,2,2,3,3,2,1,2,1,2,1,3,3,3,3,3,3,3,3,3,3,2,3,3,5,67.65,0,19,"Teacher has taught 3 years or less",9.44,288,0,11,15,1,0,1,1,5,1,1,1,1,2,-8,0,2,2,1,2,2,2,0,2,-8,0,0,288,-0.351859636261342,0.23083488415061,-0.0159627461984252,0.120727166569643,0.0968410782942308,0.155851834131643,0.155851834131643,1,"197"
131926,105774,1,672.5647,"Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree",3,5,5,5,5,5,1,1,2,2,1,2,2,2,1,2,2,2,1,3,2,4,3,4,4,4,2,2,3,2,3,3,3,479.7727,0,19,"Teacher has taught 3 years or less",1.88,0,0,10,17,1,0,1,1,5,1,1,1,1,2,-8,0,2,1,1,1,2,1,26,2,-8,0,0,0,-0.604552363467518,0.113786551400454,0.205617807409177,0.0704055519785577,-0.241358509477328,0.313908216945108,0.313908216945108,1,"18"
133028,109785,1,115.371,"Somewhat disagree","Somewhat agree","Strongly agree","Somewhat agree",4,4,5,5,5,5,2,1,2,2,1,2,3,3,2,4,2,1,2,3,3,4,3,2,3,4,1,2,3,2,4,1,1,100.3909,0,17,"Teacher has taught 3 years or less",9.8,0,17,11,13,1,0,1,1,5,2,1,1,1,1,1,2,2,2,2,2,2,2,17,2,-8,0,0,17,0.0895178835829047,0.181593875348812,-0.332970218381389,0.228816097861316,0.767288384719276,0.0455017876493263,0.0455017876493263,1,"70"
133468,107364,1,18.8277,"Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree",4,2,5,5,4,5,1,1,2,4,1,2,3,2,2,2,1,2,1,3,3,4,3,3,4,4,3,1,3,2,3,1,1,17.5681,0,19,"Teacher has taught 3 years or less",4.95,84,0,9,17,1,0,1,1,5,1,1,1,1,2,-8,0,2,2,2,2,2,2,0,2,-8,0,0,84,-0.392561432964027,-0.0109781504135145,0.302502099809331,0.403023850683815,0.0409920608989582,0.0983043662182066,0.0983043662182066,1,"105"
133631,110773,1,24.5269,"Somewhat agree","Somewhat disagree","Somewhat disagree","Strongly disagree",4,4,4,4,4,4,2,2,3,3,2,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,1,20.9117,0,15,"Teacher has taught 3 years or less",20,0,8,12,15,1,0,1,1,5,1,1,1,1,1,1,3,2,1,1,1,2,2,8,1,-8,0,0,8,0.287190580561376,0.546537040808292,-0.0185758614513521,0.018138951484897,0.0857679990439521,0.281396675234089,0.281396675234089,1,"156"
133700,105249,1,782.7203,"Strongly disagree","Strongly agree","Somewhat agree","Neither agree nor disagree",3,4,5,5,5,5,1,1,4,2,1,2,1,1,1,1,1,1,1,4,4,4,3,4,4,4,3,3,2,3,3,4,3,115.1441,100,20,"Teacher has taught 3 years or less",3.95,0,20,11,18,1,0,0,1,5,1,1,1,1,1,1,4,2,1,1,1,2,2,20,1,1,0,0,20,-1.11475368741514,0.617533575399508,0.725418855534923,1.25847553210545,-1.41180246289276,0.433950251800039,0.433950251800039,1,"9"
133853,108121,0,4.5865,"Strongly agree","Strongly agree","Strongly agree","Strongly disagree",5,5,5,5,4,5,2,2,3,4,1,4,3,3,3,2,3,2,2,2,2,4,4,3,3,4,2,1,3,1,3,2,3,3.434,2.27,14,"Teacher has taught 3 years or less",9.09,44,0,8,16,1,0,1,1,5,1,1,1,1,2,-8,0,1,2,2,2,2,2,0,-8,2,0,0,44,0.672460473747141,-0.456959642648958,-0.104724273989842,-0.185975516866779,0.634952455603813,0.183201148615466,0.183201148615466,1,"129"
134216,108410,0,105.965,"Strongly agree","Somewhat disagree","Somewhat disagree","Somewhat disagree",3,4,5,5,5,5,1,1,2,4,1,3,3,2,2,3,2,4,1,2,1,1,2,1,2,3,1,1,1,2,2,2,1,84.1371,0,18,"Teacher has taught 3 years or less",25.24,0,0,6,9,1,0,6,1,5,2,1,1,1,2,-8,0,1,2,1,2,2,2,15,2,2,0,0,0,-0.0879972550959638,-0.569963153186065,-1.11854640304149,-1.31066226787964,0.549864058096958,0.143559262904877,0.143559262904877,1,"62"
134254,102154,1,1727.2711,"Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree",4,3,4,4,3,4,2,2,2,3,2,2,3,2,2,2,2,2,1,2,1,3,3,2,2,4,3,2,2,2,3,1,2,74.2383,3.55,15,"Teacher has taught 3 years or less",8.77,141,0,9,14,1,0,1,2,5,1,1,1,1,1,1,3,1,2,2,2,2,2,0,1,2,0,0,141,0.230133171467874,-0.0987229989062754,-0.29721661992586,-0.71059100816196,0.395356063486913,0.145580013420336,0.145580013420336,1,"139"
134346,110511,1,756.8938,"Somewhat disagree","Somewhat agree","Strongly agree","Strongly agree",1,1,5,2,5,1,2,2,4,1,2,4,1,1,1,2,2,1,1,4,1,4,1,2,3,4,1,1,1,1,1,1,2,380.2472,0,16,"Teacher has taught 3 years or less",15,0,0,4,11,1,0,0,3,5,1,1,1,1,2,-8,0,1,2,1,1,2,2,0,1,2,0,1,0,0.131127060890897,-1.36047104009087,-0.786621522269149,-0.283405099100326,-0.4615374756563,0.273524718225061,0.273524718225061,1,"181"
134492,102106,1,88.1725,"Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree",3,4,5,5,4,5,1,1,2,3,1,3,2,3,1,1,1,1,2,3,3,2,3,2,3,4,3,3,3,2,3,3,5,75.1762,0,20,"Teacher has taught 3 years or less",11.9,0,0,11,15,1,0,0,2,5,1,1,1,1,2,-8,0,2,1,1,1,2,2,8,2,-8,0,0,0,-0.655486002445515,0.229295189633981,0.0064355602714979,-0.0288306984081231,-0.263608175311674,0.24208874639361,0.24208874639361,1,"168"
134763,105277,1,473.6527,"Somewhat disagree","Somewhat agree","Strongly agree","Strongly agree",3,4,4,4,5,4,3,3,3,3,4,3,4,2,3,3,2,1,2,2,2,2,3,3,3,3,2,1,1,2,2,3,3,12.5698,0,10,"Teacher has taught 3 years or less",2.5,0,0,6,14,1,0,1,1,5,1,1,1,1,1,1,4,1,2,1,1,2,1,20,1,-8,0,0,0,1.10084789490321,-0.475487125956303,-0.42781256885809,-0.606473771176276,1.10165306134928,0.351296252622408,0.351296252622408,1,"83"
135023,101940,1,207.289,"Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree",4,4,5,5,5,3,1,1,3,3,2,2,2,1,1,3,1,1,1,2,3,4,4,3,3,4,2,4,4,2,3,2,1,141.5706,0,19,"Teacher has taught 3 years or less",10.53,0,0,13,16,1,0,6,1,5,1,1,1,1,1,2,3,2,2,1,1,2,2,27,2,2,0,0,0,-0.54672006740396,0.512098208785148,0.12054360442694,0.202177752737666,-0.208856410940546,0.137706520615052,0.137706520615052,1,"112"
135312,107031,1,577.5694,"Strongly agree","Strongly agree","Somewhat disagree","Strongly disagree",4,5,5,5,4,5,1,1,2,2,1,2,2,2,1,2,1,1,1,4,3,4,3,3,4,4,2,3,3,2,3,3,3,85.0294,0,20,"Teacher has taught 3 years or less",8.75,78,0,11,16,1,0,0,1,5,1,1,1,1,2,-8,0,1,2,1,2,2,1,0,1,-8,0,0,78,-0.786768035973906,0.286319496545424,0.198142586717922,0.619472962702491,-0.377327448867226,0.291116733743615,0.291116733743615,1,"126"
135644,104782,1,791.5252,"Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree",4,4,4,4,3,4,1,1,1,2,1,2,2,2,1,1,1,1,1,2,2,3,3,2,4,4,3,2,2,2,2,1,1,478.7383,0,20,"Teacher has taught 3 years or less",8.13,0,0,8,16,1,0,0,3,5,1,1,1,1,1,2,4,1,1,1,2,2,2,20,2,2,0,0,0,-0.922877487875918,-0.146767916254086,0.0602715219393073,-0.344799628763277,-0.533535623118688,0.273155923510717,0.273155923510717,1,"145"
135682,101196,0,12.1015,"Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree",4,5,4,5,4,5,2,2,3,2,3,3,3,2,2,2,2,1,1,2,2,1,3,3,2,3,1,3,3,1,3,1,1,9.6087,0,14,"Teacher has taught 3 years or less",14.58,97,0,10,12,1,0,1,1,5,1,1,2,2,1,1,3,2,2,1,2,2,2,0,2,-8,0,0,97,0.466724590258184,-0.26463189222357,-0.71753040213942,-0.803401211843664,0.481010794383405,0.270869489265236,0.270869489265236,1,"123"
135753,106145,1,558.4143,"Somewhat agree","Strongly disagree","Strongly disagree","Somewhat agree",3,4,5,5,5,5,4,4,4,2,4,2,3,3,3,3,3,4,4,3,3,3,2,3,3,4,2,3,2,2,4,1,1,353.497,0,7,"Teacher has taught 3 years or less",1.88,0,18,11,14,1,0,1,1,5,1,1,1,1,1,2,3,2,1,1,2,2,2,18,1,-8,0,1,18,1.36050288654691,0.216884522790609,-0.207020800478089,0.140579777877388,1.00970855512419,0.368133292925249,0.368133292925249,1,"20"
135909,108252,1,473.8455,"Somewhat disagree","Somewhat disagree","Somewhat disagree","Strongly disagree",3,3,3,3,3,3,2,1,3,3,1,2,1,2,1,2,2,1,2,3,4,4,4,3,4,4,3,4,3,3,3,2,3,323.6176,9.59,18,"Teacher has taught 3 years or less",4.58,73,0,13,18,1,1,7,3,5,1,1,1,1,2,-8,0,1,2,1,1,2,2,0,2,1,0,0,73,-0.411153114487158,0.866880717591772,0.660607337386846,0.988611667252224,-0.565040097993581,0.236956268397905,0.236956268397905,1,"88"
135912,101225,1,696.8881,"Somewhat disagree","Strongly disagree","Somewhat agree","Strongly disagree",4,4,5,5,5,5,1,1,2,3,1,2,1,1,1,1,1,2,1,2,2,3,3,4,4,4,2,1,1,2,2,1,5,210.4574,0,20,"Teacher has taught 3 years or less",2.92,86,0,6,17,1,1,0,3,5,2,2,2,2,2,-8,0,1,1,1,1,2,1,0,-8,-8,0,0,86,-1.14355094697359,-0.378535644099666,0.0999000328325945,-0.306268597266262,-1.17619618278201,0.483845783401148,0.483845783401148,1,"107"
135979,101841,1,868.9432,"Somewhat agree","Strongly disagree","Strongly disagree","Somewhat disagree",5,1,5,5,5,5,3,2,2,3,2,3,1,2,2,2,2,3,1,1,2,2,2,2,3,4,4,2,2,3,3,1,2,141.5941,51.28,14,"Teacher has taught 3 years or less",2.5,195,0,10,15,1,1,1,2,5,1,1,1,1,1,1,5,1,2,1,1,2,2,0,-8,2,0,0,195,0.374854377885049,0.292133737364794,0.0054189245885431,-0.606664281553006,-0.0881791361574299,0.521978363757844,0.521978363757844,1,"120"
136254,101153,1,12.7205,"Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree",3,3,4,5,2,5,1,2,4,2,2,2,4,3,2,2,3,3,2,3,3,3,3,3,3,4,2,2,3,2,3,4,3,12.7205,0.68,15,"Teacher has taught 3 years or less",3.75,147,0,10,15,1,0,7,1,5,2,1,1,1,2,-8,0,2,2,2,2,2,2,0,1,2,0,0,147,0.288897003367986,0.0648748228734068,-0.0937891635113733,0.0911119135990668,0.716265172439106,0.0702406098493613,0.0702406098493613,1,"108"
136257,107912,1,554.4214,"Somewhat agree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree",5,5,5,5,5,5,1,2,3,1,1,2,2,4,1,3,1,1,2,3,3,3,4,4,4,4,3,2,2,2,3,1,1,41.8876,5.1,19,"Teacher has taught 3 years or less",2.19,98,0,9,19,1,0,1,1,5,1,1,1,1,2,-8,0,2,1,2,2,2,1,0,1,2,0,0,98,-0.43392145541914,0.0761612173375824,0.561602307317561,0.20812350156969,0.333583341756073,0.26441491659442,0.26441491659442,1,"150"
