"pid","y11","y21","y12","y22","y13","y23","y14","y24","income","h_num","age","sex","edu","spouse","x"
367901,4,4,3,3,2,3,3,2,2154,2,56,1,9,1,1
367902,4,5,3,3,2,3,2,2,2154,2,55,0,6,1,0
368001,3,3,3,2,3,3,3,2,2520,2,52,1,9,1,1
368002,3,3,3,2,3,3,3,2,2520,2,48,0,6,1,1
368301,4,3,3,2,4,4,2,2,1830,2,53,1,6,1,0
368402,3,3,3,2,3,4,2,2,1735,1,57,0,0,0,1
368901,5,4,3,3,3,2,3,2,6400,3,49,1,6,1,0
369301,5,3,3,3,3,3,2,2,2434,2,47,1,6,1,1
369401,3,3,3,3,2,2,2,2,9900,3,46,1,12,1,1
369501,3,5,3,2,3,4,3,2,1000,2,57,1,9,1,0
369502,3,5,3,2,3,4,3,2,1000,2,50,0,6,1,0
369901,3,3,3,2,4,4,4,3,8000,3,47,1,12,1,1
370001,3,2,3,2,3,3,4,2,4370,2,49,1,9,1,1
370002,3,2,2,2,3,2,2,2,4370,2,47,0,9,1,1
370402,3,4,4,3,3,2,2,2,2984,2,52,0,6,1,1
370601,3,3,3,2,4,3,3,2,1558,3,57,1,0,1,1
370901,3,3,2,2,3,4,3,2,600,1,49,0,6,0,1
371001,2,2,3,2,3,2,2,2,4800,2,56,1,20,1,1
371403,3,2,3,2,3,3,3,3,1350,1,52,0,6,0,1
371502,3,3,4,2,4,3,3,4,840,1,57,0,6,1,1
372702,3,4,4,2,3,3,3,3,4132,2,57,0,6,1,1
372901,3,3,4,2,3,3,3,3,2520,3,52,1,6,1,1
373501,4,3,3,3,3,4,3,2,6154,3,54,1,6,1,1
373606,2,2,3,3,3,3,3,2,5718,2,55,1,6,1,1
374701,4,4,3,3,3,3,2,2,1780,2,49,1,12,1,1
374702,4,4,3,3,3,3,3,2,1780,2,45,0,9,1,1
376201,5,3,3,2,3,3,3,3,1274,2,59,1,9,1,1
376901,4,4,2,2,3,3,3,2,4180,2,56,1,16,1,1
378402,-1,3,3,3,3,3,3,3,2740,2,48,1,12,1,1
378403,-1,3,3,3,3,3,3,3,2740,2,47,0,9,1,0
378702,3,3,3,3,3,3,3,3,4350,3,54,1,14,1,1
378902,3,3,3,2,3,3,3,2,3260,2,50,0,6,1,1
379601,3,2,2,2,3,3,2,2,9300,4,49,1,12,1,1
379602,3,2,2,2,3,2,2,2,9300,4,45,0,9,1,1
380401,3,5,5,2,3,3,3,3,11830,4,49,1,6,1,1
380402,3,4,5,3,3,3,2,2,11830,4,46,0,9,1,1
380602,3,4,4,3,3,3,3,3,1530,2,55,1,6,1,0
380603,3,3,3,3,3,3,3,3,1530,2,52,0,0,1,0
380802,5,4,3,2,5,4,3,3,4500,2,48,1,6,1,0
383301,5,5,5,5,4,2,2,2,2780,2,46,1,12,1,0
383902,5,4,4,4,4,2,3,4,1592,1,48,0,0,1,0
384701,3,4,3,3,4,3,4,2,2534,2,51,1,6,1,1
386101,4,4,3,2,3,3,2,2,3500,2,56,1,12,1,1
386102,4,4,3,3,3,2,2,2,3500,2,49,0,9,1,1
386401,4,4,4,3,3,3,2,3,3150,3,49,1,6,1,0
386402,4,4,3,3,3,3,3,3,3150,3,48,0,6,1,1
386602,4,4,4,3,5,4,4,2,2160,2,46,0,6,1,0
387101,5,4,4,4,3,4,4,2,300,3,46,1,9,1,0
387702,4,4,4,4,3,3,2,2,2118,2,58,0,12,1,1
388302,5,5,4,2,3,3,2,2,2086,2,58,0,9,1,0
388701,3,4,4,2,3,3,4,2,1900,1,47,1,6,0,0
389201,3,4,5,3,3,3,3,2,2578,3,54,1,9,1,0
389301,4,5,4,1,3,3,2,2,1150,2,49,1,9,1,0
390601,4,3,3,3,5,4,3,3,870,1,51,0,6,0,0
390702,4,4,3,3,3,4,4,3,814,2,59,0,6,1,0
391001,5,4,4,2,3,3,4,3,2672,4,54,1,12,1,0
391002,5,4,4,3,3,4,4,3,2672,4,49,0,9,1,0
391301,5,5,4,3,3,3,3,3,5090,3,49,1,12,1,0
391901,2,2,4,2,3,4,3,3,4180,4,51,1,6,1,0
391902,2,2,3,2,3,3,3,2,4180,4,47,0,6,1,0
392002,5,5,4,3,5,5,5,5,782,2,58,0,0,1,0
392301,4,3,3,2,3,2,2,2,9433,4,46,1,16,1,0
392701,3,3,2,2,5,4,3,3,3370,1,47,1,12,1,0
393401,3,3,5,2,3,3,2,2,3614,2,53,1,12,1,0
393501,2,3,3,2,2,3,2,2,2884,2,56,1,12,1,1
395401,5,5,4,2,3,3,3,2,3390,2,48,1,9,1,0
396901,5,3,3,2,2,3,2,2,5620,2,51,1,12,1,1
396902,5,3,4,2,2,3,3,2,5620,2,47,0,12,1,1
397501,3,3,4,2,3,4,2,3,1345,2,46,1,12,1,0
397701,3,4,3,2,4,3,3,2,12378,2,46,1,12,1,1
397802,5,5,4,2,3,3,3,2,1618,1,49,0,9,1,0
397901,3,3,3,2,2,3,2,2,8910,4,45,1,12,1,1
398402,5,5,3,3,2,2,3,2,3190,1,52,0,6,1,0
398901,4,4,4,2,5,3,3,2,7015,2,49,1,9,1,1
399001,5,5,4,3,3,3,3,3,1244,1,58,1,12,0,0
399601,3,3,3,2,4,4,4,3,5480,3,45,1,12,1,1
400401,3,3,3,2,3,3,3,2,6454,3,49,1,9,1,1
401001,3,3,4,2,2,2,3,2,17060,3,50,1,12,1,0
401201,4,4,3,3,3,3,3,3,710,2,51,0,12,0,0
401801,5,4,4,3,3,3,3,2,2570,1,47,0,6,0,0
402201,4,3,3,2,3,3,3,2,3860,2,57,1,12,1,1
402202,4,3,3,2,3,3,3,3,3860,2,49,0,9,1,1
402301,5,4,4,3,2,3,2,2,3854,3,58,1,9,1,0
402302,5,4,4,3,2,3,2,2,3854,3,51,0,6,1,1
402501,3,4,4,3,3,3,4,3,32354,2,57,1,9,1,0
402502,3,4,4,3,3,3,3,2,32354,2,53,0,6,1,0
403101,3,3,3,3,4,4,3,3,1990,1,49,0,9,0,1
403402,3,3,3,3,3,3,3,2,2644,2,50,0,6,1,1
403601,4,3,4,3,3,3,3,3,2624,1,49,1,12,1,1
403902,4,4,3,2,4,3,3,2,820,1,59,0,6,1,1
404001,3,3,3,3,4,4,4,3,1200,2,59,1,6,1,0
404002,3,3,3,2,4,4,4,3,1200,2,56,0,6,1,1
404301,4,4,4,2,3,4,4,3,6514,6,46,1,12,1,1
404501,5,4,3,2,3,3,3,3,2190,4,52,1,12,1,0
404502,5,4,4,2,3,3,3,2,2190,4,50,0,12,1,0
404602,4,4,4,3,4,4,4,3,1990,2,53,0,6,1,0
405201,5,5,4,5,5,5,4,3,480,2,46,1,6,1,0
405501,4,5,4,3,3,4,3,2,1668,2,46,1,6,1,1
405801,4,3,4,3,3,3,3,2,2880,4,49,1,9,1,1
406302,4,4,4,2,4,4,3,2,996,1,57,0,6,1,1
406401,3,3,2,2,4,4,3,3,3350,3,45,1,9,1,1
406602,4,4,4,3,3,3,3,2,477,1,51,0,6,1,0
407403,3,4,3,2,4,3,3,2,1771,2,53,1,9,1,1
407404,3,4,4,3,4,3,3,2,1771,2,51,0,6,1,0
407701,5,3,3,2,3,3,3,2,5582,2,56,1,6,1,0
407703,5,3,3,2,3,3,3,2,5582,2,53,0,6,1,0
407803,5,5,5,3,3,3,3,2,782,1,53,0,6,0,0
407902,5,4,4,3,4,3,3,3,3503,6,55,0,6,1,0
408001,3,4,4,3,3,3,4,2,8130,7,58,1,6,1,0
408801,3,3,3,2,3,3,3,2,2150,2,55,1,12,1,1
408802,3,3,3,2,3,3,3,2,2150,2,54,0,9,1,0
409401,3,3,3,2,3,3,3,3,8250,2,49,1,12,1,1
409801,4,3,3,2,2,3,3,2,1884,2,59,1,6,1,0
409802,4,3,3,2,2,4,3,3,1884,2,55,0,6,1,1
409902,4,4,4,3,4,3,3,2,5591,2,49,0,6,1,0
410601,4,4,4,2,5,5,4,3,3470,3,45,1,6,1,0
412001,4,4,4,2,2,2,2,2,3788,2,57,1,9,1,0
412301,3,3,3,3,3,3,3,2,3066,2,49,1,9,1,1
412901,4,3,3,2,3,2,2,2,4550,2,54,1,12,1,1
413101,3,3,3,2,2,3,3,3,3890,2,59,1,6,1,1
413701,5,4,3,2,4,3,2,2,1666,2,52,1,6,1,1
414301,5,4,3,3,3,3,3,2,2750,4,48,1,12,1,1
414502,4,4,3,2,3,3,2,2,1243,1,54,0,6,1,1
414901,3,4,2,2,3,2,2,2,3960,3,48,1,12,1,1
415501,3,4,3,2,2,3,4,3,3696,2,59,1,12,1,1
415701,3,4,3,2,3,3,2,2,10000,4,47,1,12,1,1
416201,4,5,4,2,3,3,3,2,1614,5,56,1,6,1,0
416202,4,4,5,3,3,3,3,2,1614,5,48,0,9,1,1
416401,4,4,3,2,4,3,3,2,1404,2,59,1,6,1,0
416602,4,3,3,2,3,2,2,2,4500,3,59,0,16,1,1
417001,4,4,3,3,4,3,2,4,1910,3,47,1,6,0,1
417201,4,3,4,2,3,2,2,2,2240,2,53,1,12,1,1
417701,5,3,2,2,2,2,2,2,5851,2,57,1,12,1,1
417801,3,3,3,2,3,3,3,2,3396,2,49,0,6,0,1
418301,2,1,2,2,2,2,2,2,4715,2,57,1,12,1,1
418401,5,4,2,3,4,3,2,3,617,1,47,0,18,0,0
418802,4,4,3,2,3,2,2,2,4104,3,54,0,9,1,1
419201,5,4,4,2,3,2,2,2,1042,2,55,1,12,1,0
419202,5,4,4,2,3,2,2,2,1042,2,50,0,9,1,0
419501,4,3,4,2,3,2,3,3,3960,3,47,1,9,1,1
419502,4,4,4,2,3,3,2,2,3960,3,45,0,9,1,1
419701,4,3,3,3,3,2,2,2,13528,5,48,0,9,0,0
419801,4,3,3,2,2,2,2,2,3960,2,56,1,12,1,1
420101,1,2,3,2,3,2,2,2,5530,2,54,1,12,1,1
420102,1,2,2,2,3,2,2,2,5530,2,52,0,12,1,1
420601,4,4,4,3,3,3,2,2,5800,2,46,1,12,1,1
421102,2,2,4,2,3,4,3,2,1708,1,55,0,12,1,0
421601,4,4,4,3,3,2,2,2,684,2,57,1,9,1,0
421602,4,4,4,2,3,3,2,2,684,2,57,0,6,1,0
421702,5,3,4,2,4,3,3,2,470,1,53,0,6,1,0
423701,2,3,3,2,3,2,2,2,13070,3,56,1,18,1,1
423702,2,3,3,3,3,2,2,2,13070,3,52,0,16,1,1
424501,2,2,2,3,3,3,3,2,4322,2,52,1,6,1,1
426001,4,5,2,2,3,4,4,3,3840,1,45,0,9,0,1
426802,3,4,4,3,3,3,4,4,1702,2,55,0,6,1,1
426901,3,4,4,2,3,3,3,3,2330,2,59,1,9,1,1
426902,3,4,4,3,3,3,4,3,2330,2,47,0,0,1,1
427401,3,3,3,2,3,3,2,3,2687,2,57,1,6,1,1
427402,3,3,4,3,3,3,2,2,2687,2,52,0,6,1,1
428401,3,2,3,2,2,3,2,2,5856,2,51,1,12,1,1
428402,3,2,2,2,2,3,2,2,5856,2,49,0,6,1,1
428502,3,4,4,2,3,3,2,2,1762,1,54,0,6,1,0
428701,4,3,3,2,3,3,2,2,5259,3,47,1,6,1,1
428801,4,4,3,3,4,3,4,3,1419,2,59,0,0,0,0
429601,4,3,3,3,4,3,3,3,1300,3,57,1,6,1,1
429602,4,4,4,3,4,3,3,3,1300,3,49,0,6,1,1
429701,4,4,3,3,3,3,3,3,350,2,56,0,6,0,0
430601,4,3,3,2,3,2,2,2,4000,2,54,1,6,1,1
430801,5,5,3,3,3,2,2,4,1440,4,48,1,6,1,1
431302,4,4,3,3,3,3,2,2,1052,1,56,0,9,1,0
431901,3,3,3,3,3,3,2,2,1560,2,52,1,12,1,1
432101,3,3,3,3,3,3,3,3,9660,2,54,1,18,1,0
433102,5,5,4,3,4,3,2,3,1124,2,55,0,0,1,0
433701,5,5,4,2,5,3,2,2,3840,4,51,1,12,1,0
434101,4,4,3,2,3,3,2,2,2911,1,49,1,12,0,0
434701,5,5,2,1,1,2,2,2,5410,2,53,1,16,1,0
434703,5,5,3,1,1,2,2,2,5410,2,48,0,14,1,0
435001,4,4,5,2,2,3,2,2,5910,2,53,1,12,1,0
435002,4,4,4,3,2,2,3,2,5910,2,47,0,12,1,1
436501,4,5,3,2,2,3,2,2,1950,1,51,1,9,1,1
437501,3,3,3,4,2,3,3,3,2400,1,54,1,16,1,1
437601,4,3,3,4,3,3,3,3,6250,1,50,1,6,1,1
438001,3,3,4,3,3,3,3,3,780,2,52,0,6,0,0
438201,4,3,3,3,4,3,3,2,5478,2,58,1,9,1,1
438401,3,3,3,2,2,3,2,2,3100,2,58,1,16,1,1
438402,3,3,3,3,2,2,2,2,3100,2,49,0,16,1,1
438701,3,3,3,2,3,2,2,2,7800,4,48,1,16,1,1
439001,3,3,3,3,2,3,2,2,1772,2,56,1,9,0,1
439102,4,4,4,3,3,4,3,3,2280,1,58,0,0,0,0
440001,4,3,3,2,3,3,2,2,5200,2,47,1,12,1,1
441001,3,3,3,3,3,3,3,2,1720,2,53,1,16,1,1
441002,3,3,3,3,3,3,3,2,1720,2,50,0,12,1,0
441101,3,3,3,3,3,3,3,3,1612,2,56,1,9,1,0
441301,4,3,4,3,2,2,3,2,3522,3,54,1,6,1,1
441302,4,3,4,3,2,3,3,2,3522,3,49,0,6,1,0
442002,4,3,4,2,2,2,2,3,3480,2,53,0,6,1,0
442202,3,4,3,3,3,3,3,3,1735,1,59,0,6,1,0
442301,5,5,4,2,3,3,3,3,4214,2,54,1,6,1,1
442302,5,5,4,2,3,3,3,3,4214,2,50,0,6,1,0
443402,3,3,3,3,3,3,3,3,3733,2,59,0,6,1,1
443702,3,4,3,3,2,3,2,3,1836,3,57,0,6,1,1
443801,3,3,3,3,2,3,3,3,690,2,51,0,9,0,1
443904,3,3,3,3,3,3,3,2,2840,2,46,0,6,1,1
445102,3,4,3,2,3,2,2,2,640,1,58,0,6,0,1
445202,5,5,5,3,3,3,3,3,974,2,58,0,0,1,0
446501,4,2,4,2,5,4,3,2,1848,2,47,1,9,1,0
447402,4,4,3,3,3,2,2,2,1704,1,50,0,6,1,0
447801,5,2,2,2,3,2,2,2,2024,2,53,1,9,1,1
448203,5,5,3,2,4,3,3,2,6570,7,51,0,12,1,0
448302,4,4,3,2,5,5,4,3,974,2,50,1,12,1,0
449001,5,4,4,3,3,3,3,2,1742,2,47,1,6,1,0
449302,3,4,4,2,2,3,2,2,9610,2,53,1,16,1,1
449902,5,4,4,3,2,2,2,2,3416,2,53,0,6,1,0
450201,3,4,4,3,3,3,2,2,3920,2,49,1,12,1,1
450202,3,4,4,2,3,3,3,2,3920,2,50,0,12,1,1
451701,3,4,5,3,4,4,4,3,2670,2,46,0,6,0,1
451901,4,5,4,3,3,2,2,2,3840,4,51,0,9,0,0
452301,3,4,4,2,3,2,2,2,4620,2,49,1,9,1,1
452801,4,3,3,3,3,2,2,2,3000,3,51,1,12,1,1
452802,4,5,4,3,3,2,2,2,3000,3,47,0,9,1,1
453101,4,4,4,3,3,2,3,2,5000,2,47,1,9,1,0
453703,5,4,4,3,3,2,4,2,2220,1,58,1,9,0,0
455001,3,3,3,3,4,4,3,2,8290,3,53,1,9,1,1
455401,2,4,4,2,5,3,2,2,7870,2,49,1,9,1,1
455402,2,4,4,2,5,4,4,2,7870,2,46,0,12,1,0
455601,4,5,4,2,5,4,3,3,1200,3,47,0,6,1,0
455602,4,5,4,2,5,4,4,3,1200,3,46,1,6,1,0
455801,5,5,3,2,4,4,4,3,9584,4,52,1,12,1,1
455802,5,5,4,2,4,4,3,2,9584,4,49,0,9,1,0
456001,3,5,4,2,4,4,3,3,5600,4,46,1,6,1,0
459601,3,3,3,3,2,2,3,2,5502,2,47,1,12,1,1
460202,5,3,3,2,3,3,3,3,1380,2,59,0,6,1,0
460402,4,3,4,2,3,4,2,3,590,1,57,0,6,1,0
462902,4,3,4,2,4,4,3,2,2191,2,49,0,6,1,0
463001,4,2,2,2,3,3,2,2,5382,2,48,1,9,1,0
463002,4,4,2,2,3,2,2,2,5382,2,46,0,6,1,0
463502,3,4,4,3,3,3,2,2,2876,2,51,0,6,0,0
463902,5,4,4,4,2,2,3,2,3180,1,53,0,6,1,0
464001,5,5,3,3,4,4,4,4,504,1,58,1,12,0,1
464801,3,4,4,3,4,4,3,3,1104,2,59,1,6,1,0
464802,3,4,4,3,4,3,3,2,1104,2,56,0,6,1,0
465402,5,5,5,1,5,5,3,2,522,1,59,0,0,1,0
465601,5,5,4,2,3,3,4,2,9760,2,45,1,12,1,0
465701,5,5,3,2,5,4,4,2,624,1,59,0,6,0,0
465802,5,5,4,2,3,3,2,3,4110,1,47,0,12,1,0
465901,5,4,3,3,4,4,3,2,9840,8,51,0,6,0,1
466001,4,4,3,3,3,3,3,3,1290,2,54,1,9,0,0
466101,4,4,2,3,4,3,3,2,1222,2,58,1,9,1,0
466102,4,4,2,2,4,3,2,2,1222,2,55,0,6,1,0
467503,3,2,3,2,3,3,3,2,2018,3,59,0,9,1,1
468201,4,3,3,3,4,4,2,2,1706,2,59,1,6,1,1
468401,4,4,4,3,3,3,3,2,3062,2,58,1,6,1,1
469001,5,4,3,2,2,3,3,2,764,2,55,1,12,1,0
469002,5,5,4,2,2,3,3,2,764,2,52,0,9,1,0
469302,4,4,3,3,2,2,2,2,1420,1,59,0,6,1,0
469601,3,4,3,3,3,2,2,2,3300,2,56,1,12,1,1
469602,3,3,3,2,3,2,2,2,3300,2,52,0,16,1,1
469701,4,3,4,3,3,2,2,2,4710,2,48,1,9,1,1
470601,4,5,3,2,3,2,2,2,2584,2,57,1,12,1,0
470602,4,5,4,2,3,3,3,2,2584,2,53,0,6,1,0
471001,3,2,2,2,2,2,2,2,4730,2,51,1,6,1,1
471002,3,3,4,2,2,3,3,3,4730,2,48,0,6,1,0
471201,3,3,2,2,4,4,3,3,1440,2,53,1,9,1,1
471202,3,3,3,2,4,4,2,2,1440,2,49,0,9,1,1
471502,4,4,3,3,5,3,3,2,984,1,59,0,6,0,1
471801,3,3,3,3,4,4,3,3,2444,2,48,1,9,1,1
471802,3,3,4,3,4,4,2,2,2444,2,50,0,9,1,1
472501,3,3,2,2,3,3,2,2,9600,2,47,1,9,1,1
473201,3,3,2,3,4,3,2,2,1330,3,59,1,12,1,1
473601,4,3,2,2,4,4,2,2,3750,3,45,1,12,1,1
474201,3,3,3,3,4,4,3,3,4170,3,52,1,12,1,1
474601,3,3,2,2,4,3,2,2,1932,2,55,1,12,1,1
474801,3,3,2,2,3,4,2,2,2950,2,54,1,18,1,1
474802,3,3,3,3,3,3,2,2,2950,2,51,0,9,1,1
474901,4,4,2,2,4,4,3,3,1700,1,50,1,16,1,1
475001,3,3,3,3,4,4,3,3,2000,2,49,0,9,0,1
475201,3,3,2,3,3,3,3,3,3880,2,46,1,16,1,1
476702,5,3,3,3,3,3,3,2,2460,2,47,0,12,1,1
476902,5,4,3,3,4,4,3,3,1368,1,54,0,6,0,1
477101,3,3,3,2,3,3,3,2,3260,2,51,1,6,1,1
477102,3,3,2,2,3,3,3,2,3260,2,46,0,6,1,1
477202,3,3,3,2,4,3,3,2,1700,1,49,0,9,1,0
477402,5,4,3,3,4,3,3,3,4960,6,47,0,6,1,1
477901,3,3,2,2,3,3,3,3,5400,4,46,1,6,1,1
478002,3,4,3,3,3,3,3,2,2684,3,52,0,9,1,1
478202,5,3,2,3,3,3,3,2,490,1,53,0,6,1,1
478301,5,3,3,4,3,3,3,3,6580,2,50,1,9,0,1
478601,3,3,2,2,3,3,2,2,4570,2,54,1,18,1,1
479601,5,3,3,3,3,2,2,2,3275,4,49,1,9,1,0
479801,5,3,3,3,3,2,2,1,4330,3,46,1,12,1,1
480101,4,3,2,2,3,3,3,2,6990,2,54,1,12,1,1
480102,4,3,2,2,3,3,3,3,6990,2,46,0,12,1,1
480701,5,4,3,3,4,3,3,2,2650,2,46,1,9,1,1
480801,4,4,3,3,3,3,3,3,5260,2,49,0,16,1,1
481601,4,3,3,2,3,4,2,2,3400,3,53,1,12,1,1
481801,3,2,2,2,2,2,2,2,5084,2,50,1,12,1,1
481901,4,3,2,3,3,3,2,2,7540,3,52,1,12,1,1
482401,4,3,3,3,3,3,3,2,5650,2,47,1,12,1,1
482601,3,4,3,2,3,3,2,2,1492,2,53,1,6,1,1
482701,4,4,3,3,2,3,3,2,9460,3,53,1,6,1,1
482801,3,3,3,3,3,3,2,2,7632,4,47,1,12,1,1
483002,2,3,2,2,3,2,2,2,7120,1,49,0,12,1,1
483301,3,3,3,2,2,2,2,2,4750,2,56,1,9,1,1
483302,3,3,3,2,2,2,2,2,4750,2,50,0,6,1,0
483701,5,4,3,4,4,3,2,3,1302,1,49,0,6,0,0
484303,3,3,2,2,3,3,2,2,1626,3,51,1,9,1,1
484304,3,3,2,3,3,3,2,2,1626,3,48,0,6,1,1
486101,3,3,4,2,2,3,2,2,11460,4,51,1,16,1,1
486501,5,4,4,2,3,2,2,2,5160,2,46,1,9,0,1
486801,5,5,3,1,3,3,2,2,875,1,47,0,6,0,1
486901,5,3,4,2,2,2,2,2,2890,2,51,0,12,0,0
487201,5,3,3,2,3,2,2,2,2550,2,53,1,12,1,1
488801,4,5,3,2,3,3,2,2,2462,2,49,1,6,1,0
489101,4,3,3,2,3,3,3,3,657,3,54,1,6,1,0
489701,2,3,2,2,2,3,3,3,3396,2,57,1,9,1,1
490502,4,4,3,2,3,3,3,3,2018,2,53,0,6,1,1
491601,5,4,4,3,4,3,3,3,4070,1,48,1,12,0,0
491801,3,3,3,2,2,2,2,2,4442,2,51,1,14,1,1
492501,3,3,3,3,5,4,4,4,600,1,46,1,6,0,1
492801,4,3,3,3,4,4,3,3,1270,2,53,1,9,1,1
493701,5,4,4,4,3,3,3,2,5066,3,53,1,9,1,1
493702,5,4,4,3,3,3,3,2,5066,3,52,0,6,1,0
494201,4,3,3,3,3,2,2,2,1696,2,59,1,6,1,0
494202,4,3,3,3,3,2,2,2,1696,2,53,0,6,1,0
494402,3,4,4,3,3,2,2,2,1630,1,52,0,6,1,0
495001,5,4,4,3,3,2,3,3,1624,1,59,0,6,0,1
495601,4,4,3,3,4,3,3,3,2560,5,54,1,12,1,1
495602,4,4,2,3,4,3,3,3,2560,5,52,0,6,1,1
495902,4,4,2,2,4,3,4,3,1344,1,46,0,9,1,1
496101,5,4,4,3,3,2,2,2,6436,2,53,1,12,1,0
496102,5,4,4,2,3,2,2,2,6436,2,47,0,12,1,0
496201,4,4,3,2,2,2,2,2,5304,2,53,1,9,1,1
496202,4,5,3,3,2,2,2,2,5304,2,46,0,9,1,0
496402,4,4,4,2,3,3,3,3,3650,1,47,0,9,1,1
496801,2,2,4,2,3,4,4,4,2460,2,46,0,6,0,0
496901,4,4,3,3,5,5,4,4,2186,2,56,0,6,0,0
497601,4,4,2,2,5,4,3,2,2102,2,49,1,9,1,0
497602,4,4,3,3,5,3,3,2,2102,2,49,0,6,1,0
497701,2,2,2,2,2,2,2,2,7906,2,54,1,12,1,1
497702,2,2,2,2,2,2,2,2,7906,2,51,0,9,1,1
498301,3,4,4,2,2,3,3,3,2146,2,58,1,9,1,1
499901,5,4,4,2,3,3,2,2,7214,2,50,1,9,1,0
