CNTLNUM,SCHCNTL,currentTeacher,TFSFINWT,F0105,F0108,F0113,F0116,T0293,T0294,T0295,T0296,T0297,T0298,T0299,T0300,T0301,T0303,T0306,T0307,T0308,T0309,T0310,T0311,T0312,T0315,T0320,T0321,T0322,T0324,T0325,T0326,T0327,T0331,T0332,T0335,T0336,T0337,T0338,T0339,T0340,TFNLWGT,LEP_T,MGMNT_T,NEWTCH,PLAN,PUPILS_D,PUPILS_S,SBKGD_T,SDLQ_T,T0051,T0059,T0106,T0120,T0122,T0124,T0125,T0126,T0127,T0147,T0148,T0149,T0150,T0153,T0154,T0155,T0156,T0158,T0208,T0248,T0250,treat,teachImputed,PUPILS
129468,100662,1,388.4144,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,3,3,5,5,5,5,1,1,1,1,1,2,1,1,1,1,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,1,344.4929,0,19,Teacher has taught 3 years or less,7.5,0,15,16,20,1,0,1,2,5,1,1,1,1,1,1,4,1,1,1,1,2,2,15,2,-8,0,0,15
129478,101241,0,12.0812,Strongly agree,Strongly agree,Strongly agree,Strongly agree,1,4,3,3,3,3,2,1,4,3,1,2,2,2,2,1,1,4,2,1,1,2,3,2,3,3,2,2,3,1,3,5,3,9.8875,3.2,18,Teacher has taught 3 years or less,15,125,0,9,13,1,0,0,2,5,1,1,1,1,1,1,2,2,2,2,1,2,2,0,2,2,0,0,125
129499,111624,0,7.5086,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,4,5,4,5,3,5,2,3,3,3,1,2,3,3,2,3,3,1,2,2,2,3,4,3,3,4,1,2,3,3,3,3,3,5.788,0,14,Teacher has taught 3 years or less,9.38,102,0,11,15,1,0,1,1,5,2,1,1,1,1,2,5,1,2,1,2,1,2,0,1,-8,1,0,102
129506,106330,0,120.3387,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,4,4,4,4,3,1,2,2,2,4,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,3,2,1,1,1,3,3,5,98.4876,0,14,Teacher has taught 3 years or less,9.38,36,0,6,14,1,0,6,3,5,1,1,1,1,1,2,3,2,2,2,2,2,2,0,2,-8,0,0,36
129569,111525,1,355.6067,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,1,5,5,5,5,5,1,1,2,2,1,1,2,2,1,2,1,2,1,3,3,4,3,4,4,2,2,3,3,2,4,1,1,344.0332,3.95,20,Teacher has taught 3 years or less,25,152,0,12,15,1,0,1,1,5,2,2,1,1,2,-8,0,2,1,1,2,1,1,0,1,2,1,0,152
129572,102014,1,27.7654,Somewhat disagree,Strongly agree,Strongly agree,Neither agree nor disagree,5,5,5,5,5,3,2,1,4,1,1,1,3,2,2,3,2,1,2,3,3,3,3,3,2,1,2,2,3,1,3,3,3,23.6729,0,17,Teacher has taught 3 years or less,1.96,37,0,9,11,1,1,0,3,5,1,1,1,1,1,2,4,2,1,1,1,1,2,0,1,-8,1,0,37
129598,102175,1,591.7885,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,3,3,3,3,3,3,2,2,2,2,2,3,2,2,1,2,2,3,2,3,2,3,3,4,4,4,3,2,3,2,2,1,1,36.5876,0,16,Teacher has taught 3 years or less,20,0,9,9,18,1,0,0,1,5,1,1,1,1,2,-8,0,1,1,2,2,2,2,9,1,-8,0,0,9
129647,107195,1,775.5094,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,3,1,3,3,3,5,1,2,3,4,2,3,3,2,2,3,2,1,1,2,2,3,2,1,2,2,1,1,1,1,1,1,1,320.3208,38.89,16,Teacher has taught 3 years or less,7.94,0,18,4,8,1,0,1,2,5,1,1,1,1,1,1,5,1,1,2,2,1,2,18,1,2,1,0,18
129671,105154,1,864.9886,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,3,4,5,5,4,5,1,1,4,1,1,1,2,1,1,2,2,1,1,4,3,4,2,3,3,4,3,1,1,3,3,1,1,551.2384,25,19,Teacher has taught 3 years or less,1.43,0,20,8,15,1,0,7,3,5,1,1,1,1,1,1,5,1,1,1,1,2,2,20,-8,1,0,1,20
129707,106501,1,582.7233,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,5,4,5,5,4,5,1,1,2,2,1,1,3,2,1,1,1,1,1,3,3,4,3,3,4,4,3,4,4,3,3,1,1,28.0328,0,20,Teacher has taught 3 years or less,4.17,122,0,14,17,1,0,0,3,5,1,1,1,1,2,-8,0,2,2,1,2,2,2,0,1,-8,0,0,122
129717,106381,1,885.7111,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,3,2,4,4,3,4,1,1,4,1,2,2,1,2,1,2,4,1,1,4,4,4,4,4,4,4,1,4,1,1,3,1,1,110.8094,100,16,Teacher has taught 3 years or less,13.33,0,22,9,17,1,0,0,1,5,2,1,2,1,2,-8,0,1,2,1,1,2,2,22,-8,2,0,0,22
129722,103036,1,40.8939,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,4,4,5,5,5,5,2,2,1,1,2,2,1,2,2,1,2,3,1,3,3,4,3,3,3,3,3,3,3,3,3,1,1,38.1582,0,15,Teacher has taught 3 years or less,2.08,0,0,12,15,1,1,0,3,5,1,1,1,1,1,2,5,2,2,1,1,2,2,30,2,2,0,1,0
129771,103705,1,1003.2204,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,3,3,4,4,4,4,1,1,4,2,1,2,2,2,1,1,1,1,1,3,3,4,4,4,4,4,4,3,3,3,4,1,1,542.4747,15,20,Teacher has taught 3 years or less,10.48,0,20,13,20,1,0,2,2,5,1,1,1,1,1,2,3,2,1,1,1,1,2,20,-8,1,1,0,20
129851,106233,1,920.65,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,2,3,4,4,4,5,1,1,2,1,1,3,1,1,1,1,2,3,1,3,3,3,2,3,4,3,2,2,4,2,3,3,5,479.9297,2.38,19,Teacher has taught 3 years or less,11.25,126,0,11,14,1,1,0,3,5,1,1,1,1,1,1,5,2,2,2,2,2,2,0,2,2,0,0,126
129857,106875,1,20.4885,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,3,4,4,3,4,5,1,1,4,1,1,2,2,2,1,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,13.7208,0,20,Teacher has taught 3 years or less,6.25,0,0,16,20,1,0,0,1,5,1,1,1,1,1,2,5,2,2,2,2,2,2,2,1,2,0,1,0
129879,106119,1,7.8804,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,5,4,4,5,3,5,1,2,1,1,1,1,1,1,1,1,2,1,1,2,4,2,2,2,2,4,3,1,1,1,3,3,2,7.4861,11.01,18,Teacher has taught 3 years or less,12.5,109,0,6,13,1,0,1,3,5,1,1,1,1,1,1,3,2,2,2,1,2,2,0,2,2,0,0,109
129940,104346,0,38.2274,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,2,2,4,5,4,5,3,3,4,2,2,3,3,2,2,2,3,1,1,4,2,4,3,3,3,4,2,3,1,2,2,1,5,30.8799,0,12,Teacher has taught 3 years or less,6.58,0,24,8,15,1,0,1,1,5,1,1,1,1,1,1,5,1,2,1,1,2,2,24,2,-8,0,1,24
129942,105809,1,222.901,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,4,4,4,4,4,4,1,1,3,3,2,3,2,1,1,1,2,2,1,3,3,3,3,3,4,4,2,2,2,2,3,1,2,180.7303,0,18,Teacher has taught 3 years or less,5.42,0,0,9,16,1,0,0,2,5,1,1,1,1,2,-8,0,1,2,1,2,1,2,11,1,-8,1,0,0
129984,103659,1,89.025,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,3,3,5,4,4,5,2,3,3,4,2,3,2,2,3,2,2,2,2,3,2,4,3,2,3,4,2,3,2,1,3,3,5,72.182,0,13,Teacher has taught 3 years or less,6.25,0,22,9,14,1,1,0,3,5,1,1,1,1,1,2,3,1,1,2,1,2,2,22,1,-8,0,0,22
130002,103508,1,669.8106,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,4,4,5,5,5,5,1,1,4,2,1,3,1,2,1,2,3,2,2,3,3,4,3,4,4,4,3,2,3,3,4,3,5,296.4982,0,18,Teacher has taught 3 years or less,7.5,0,0,12,18,1,1,0,3,5,1,1,1,1,2,-8,0,2,1,1,1,2,2,21,2,-8,0,1,0
130040,104034,1,495.7653,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,4,5,5,5,4,5,2,2,4,3,1,4,2,3,1,2,3,2,1,3,3,4,4,4,4,4,2,2,3,2,4,1,1,300.2644,0,16,Teacher has taught 3 years or less,9.38,0,0,11,18,1,1,1,3,5,2,1,1,1,1,2,4,2,2,2,2,1,2,28,2,2,1,0,0
130054,106647,0,88.9351,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,3,3,3,4,2,4,2,2,3,3,2,3,3,2,2,3,3,2,2,2,2,3,3,4,3,4,1,2,2,1,4,1,5,70.6151,0,14,Teacher has taught 3 years or less,1.79,100,0,9,15,1,0,1,1,5,1,1,1,1,1,1,3,2,2,2,2,2,2,0,1,-8,0,0,100
130070,105204,1,1001.4734,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,3,3,5,5,5,5,2,2,4,2,2,3,2,2,3,3,2,1,2,4,3,4,4,4,4,4,3,2,3,4,4,1,1,541.4432,5.88,14,Teacher has taught 3 years or less,9.09,0,17,13,19,1,0,2,2,5,1,1,1,1,2,-8,0,1,2,2,1,2,2,17,2,1,0,0,17
130162,102082,0,169.1734,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,2,4,5,5,3,5,3,4,4,3,4,4,4,2,3,3,4,3,2,2,2,4,3,3,4,3,1,1,1,1,1,4,3,140.6674,12.5,7,Teacher has taught 3 years or less,7.75,0,16,4,14,1,0,1,1,5,2,1,1,1,2,-8,0,1,1,1,2,2,2,16,2,2,0,0,16
130187,105403,0,80.707,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,4,5,5,5,5,5,2,3,2,2,3,2,1,1,2,1,3,2,3,3,2,3,3,3,3,3,2,1,2,1,3,3,1,62.2132,0,12,Teacher has taught 3 years or less,24.12,0,7,7,14,1,0,7,1,5,1,1,1,1,1,2,2,2,2,2,1,2,2,7,1,-8,0,0,7
130227,100264,1,25.426,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,2,4,4,4,4,4,2,3,2,3,2,3,2,2,2,2,2,1,3,3,3,3,2,3,4,4,3,3,3,3,3,1,1,22.5508,0,14,Teacher has taught 3 years or less,12.86,0,17,12,16,1,0,1,3,5,1,1,1,1,1,1,5,2,2,1,2,1,2,17,-8,-8,1,0,17
130314,108824,1,832.2769,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,4,4,4,5,4,5,1,2,3,2,1,3,2,2,1,2,2,4,2,1,1,2,1,1,2,2,1,2,2,1,2,2,3,48.6904,2.52,18,Teacher has taught 3 years or less,15,159,0,7,7,1,0,1,1,5,2,1,1,1,2,-8,0,2,1,2,2,2,2,0,1,2,0,0,159
130323,103558,0,17.7825,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,3,5,5,4,4,3,1,1,3,4,1,2,3,2,1,2,2,1,2,2,2,2,3,2,3,2,1,2,2,1,2,5,4,13.7076,0,19,Teacher has taught 3 years or less,17.44,0,0,7,11,1,0,1,2,5,1,1,1,1,2,-8,0,1,2,1,1,1,2,11,1,1,1,1,0
130331,100716,1,42.7492,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,2,4,4,5,3,5,2,3,4,4,3,3,3,2,2,2,3,2,3,3,2,3,4,3,3,3,2,1,3,1,4,4,3,29.6706,0,12,Teacher has taught 3 years or less,13.13,136,0,9,15,1,0,1,1,5,2,1,1,1,2,-8,0,2,2,1,1,2,2,0,2,-8,0,0,136
130337,100942,0,673.3148,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,4,4,4,4,2,4,1,1,3,3,1,3,2,2,1,1,1,2,2,3,2,3,3,3,3,3,2,2,3,1,3,4,5,44.5992,1.96,20,Teacher has taught 3 years or less,2.78,102,0,9,14,1,1,0,3,5,1,1,1,1,1,1,5,2,1,1,1,2,2,0,2,2,0,0,102
130360,106408,0,12.6123,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,4,4,5,4,3,2,2,2,4,3,3,2,3,2,3,2,3,3,2,3,2,3,3,3,2,3,2,2,2,2,2,4,4,9.7222,0,12,Teacher has taught 3 years or less,12,134,0,8,13,1,1,5,3,5,1,1,1,1,2,-8,0,2,2,2,2,2,2,0,1,-8,0,0,134
130389,111894,1,45.5171,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,1,3,4,5,4,5,1,1,3,3,2,3,3,2,1,2,1,3,2,3,3,3,4,4,4,4,2,1,3,2,4,3,5,32.4344,0,19,Teacher has taught 3 years or less,12.5,114,0,10,18,1,1,1,3,5,1,1,1,1,1,1,4,2,1,2,1,2,2,0,2,-8,0,0,114
130429,108969,1,414.6296,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,4,4,4,4,4,4,1,2,3,2,1,4,2,1,1,3,3,4,3,4,4,4,4,4,4,4,2,3,3,3,4,3,3,94.6377,0,17,Teacher has taught 3 years or less,8.93,0,0,13,18,1,0,1,1,5,1,1,1,1,2,-8,0,1,2,1,2,2,2,7,1,-8,0,0,0
130446,106510,1,551.8446,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,4,4,4,5,5,5,1,1,3,2,1,3,2,2,1,1,1,1,1,2,3,4,4,4,4,4,3,4,4,4,4,2,1,353.6984,0,20,Teacher has taught 3 years or less,9.29,0,17,16,19,1,1,0,1,5,1,1,1,1,1,1,5,2,2,1,1,1,2,17,-8,-8,1,0,17
130478,100677,1,671.9216,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,5,4,5,4,4,4,1,1,1,1,1,2,1,1,1,1,2,2,1,4,3,4,3,4,4,4,3,4,4,3,4,1,1,330.0057,0,19,Teacher has taught 3 years or less,10.09,0,0,15,18,1,1,1,3,5,1,1,1,1,1,1,4,1,2,2,2,2,2,0,1,-8,0,0,0
130525,103179,1,365.5486,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,5,5,5,5,5,5,2,1,2,2,1,4,1,2,1,1,2,1,1,3,3,4,4,4,4,4,2,2,2,2,4,2,5,13.9778,0,18,Teacher has taught 3 years or less,18.75,47,0,10,18,1,0,0,1,5,1,1,1,1,2,-8,0,1,2,1,1,1,2,0,1,-8,1,0,47
130602,103985,1,549.8755,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,1,1,1,1,1,1,2,2,3,2,3,4,3,2,2,2,2,1,2,1,1,1,2,3,3,3,1,2,2,1,3,1,2,44.5196,0,14,Teacher has taught 3 years or less,20,72,0,8,12,1,0,0,1,5,1,1,1,2,2,-8,0,2,2,2,2,2,2,0,1,-8,0,0,72
130623,101470,1,649.3339,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,3,4,5,5,5,5,1,1,3,1,1,1,1,2,1,1,1,3,1,2,2,3,3,4,3,4,3,3,2,2,3,2,1,397.1261,32.26,20,Teacher has taught 3 years or less,19.74,0,31,10,17,1,0,1,1,5,1,1,1,1,1,1,3,2,2,1,2,2,2,31,2,1,0,0,31
130642,109526,1,512.1055,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,3,4,5,5,1,5,3,4,1,3,4,4,4,1,3,3,2,3,4,2,2,3,4,4,3,4,1,1,1,1,3,2,3,29.1353,6.94,9,Teacher has taught 3 years or less,15.71,144,0,6,16,1,1,0,3,5,2,1,1,1,2,-8,0,2,2,2,2,2,2,0,2,2,0,0,144
130712,104266,1,184.2637,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,2,1,2,2,2,1,3,4,4,4,3,4,3,3,3,4,2,3,3,1,1,1,2,2,1,2,1,2,2,1,2,1,1,179.845,0,10,Teacher has taught 3 years or less,10.61,110,0,7,8,1,0,0,1,5,1,1,1,1,1,1,4,2,2,1,1,2,2,0,2,-8,0,0,110
130823,107050,1,40.0426,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,4,4,5,5,4,4,1,1,3,3,1,1,1,1,1,1,1,2,1,4,3,4,4,4,4,4,3,2,2,2,3,1,1,34.1404,0,20,Teacher has taught 3 years or less,2.38,0,0,9,19,1,0,7,2,5,1,1,1,1,1,1,5,2,2,1,2,2,2,25,2,-8,0,0,0
130886,107048,1,418.891,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,1,1,4,4,3,4,2,2,4,2,4,3,4,4,3,4,3,4,2,3,2,3,3,3,3,3,3,3,1,1,2,4,3,44.6301,0,11,Teacher has taught 3 years or less,8.93,162,0,7,15,1,0,3,2,5,1,1,1,1,1,2,3,2,2,1,1,2,1,0,2,-8,0,0,162
130907,104698,1,2579.7282,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,1,2,5,5,3,4,1,2,3,4,2,2,3,3,1,3,2,3,2,1,1,1,2,3,3,4,2,1,2,1,3,1,1,41.0433,0,17,Teacher has taught 3 years or less,12.5,150,0,7,14,1,0,0,1,5,2,2,2,1,1,2,5,2,1,1,2,2,2,0,2,-8,0,0,150
130970,105741,1,651.4274,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,4,2,5,5,5,5,1,1,4,3,1,2,2,2,1,1,2,2,1,3,3,4,3,3,3,4,3,3,3,1,4,3,3,120.9114,13.04,19,Teacher has taught 3 years or less,8.75,0,23,11,16,1,0,1,1,5,1,1,1,1,2,-8,0,1,2,2,2,1,2,23,2,2,1,0,23
131003,100935,0,41.1812,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,2,2,4,5,3,5,2,3,3,4,3,4,4,3,3,3,3,4,3,1,1,2,3,2,2,3,1,1,1,1,2,4,4,32.6982,1.49,11,Teacher has taught 3 years or less,3.79,134,0,5,11,1,0,5,1,5,1,1,1,1,1,1,2,2,2,2,2,2,2,0,2,2,0,0,134
131063,107722,1,69.1266,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,3,2,4,4,4,4,1,1,4,2,1,2,1,2,1,2,2,3,2,4,3,4,4,3,4,4,2,3,3,3,3,3,3,47.2109,0,19,Teacher has taught 3 years or less,2.5,150,0,12,17,1,0,1,1,5,1,1,1,1,1,1,2,2,2,1,1,2,1,0,-8,-8,0,0,150
131129,110183,1,3247.675,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,2,2,4,4,5,5,2,1,3,2,1,1,2,2,1,2,1,2,2,3,3,4,4,4,3,4,3,4,4,3,4,2,2,501.5181,0,19,Teacher has taught 3 years or less,12.5,110,0,15,18,1,0,0,1,5,1,1,1,1,1,2,3,2,1,1,2,2,1,0,1,-8,0,0,110
131170,101725,1,121.771,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,4,4,4,4,4,4,2,2,4,2,2,3,1,2,2,3,2,3,2,2,2,3,3,3,3,3,3,1,3,2,3,1,1,112.4197,0,15,Teacher has taught 3 years or less,1.25,0,21,9,15,1,1,1,3,5,1,1,1,1,1,1,2,2,2,2,2,2,2,21,-8,-8,0,1,21
131198,103677,0,64.0199,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,3,4,4,4,4,4,3,3,4,2,3,4,2,1,3,2,2,3,3,3,2,3,4,2,2,3,2,3,4,2,3,1,4,50.8323,0,11,Teacher has taught 3 years or less,3.75,75,0,12,13,1,0,1,1,5,1,1,1,1,2,-8,0,2,2,2,2,2,2,0,1,-8,0,0,75
131214,106722,1,3575.9415,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,3,4,4,4,5,5,1,2,4,3,2,2,2,2,2,2,3,3,2,4,3,4,4,4,3,4,4,2,1,1,2,3,1,511.8532,100,15,Teacher has taught 3 years or less,8.33,0,19,6,19,1,0,0,1,5,1,1,1,1,1,1,4,2,2,1,1,1,2,19,2,1,1,0,19
131386,110945,1,142.3245,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,5,1,5,4,4,5,1,1,3,4,1,2,3,1,1,2,1,1,1,4,4,4,1,2,3,3,1,1,1,1,2,2,3,115.3979,0,20,Teacher has taught 3 years or less,8.57,0,14,5,10,1,0,0,1,5,1,1,1,1,1,1,3,2,2,1,1,2,2,14,1,-8,0,0,14
131404,101903,0,87.76,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,3,3,5,5,5,5,1,1,3,2,2,3,3,2,1,2,1,2,1,3,3,3,3,3,3,3,3,3,3,2,3,3,5,67.65,0,19,Teacher has taught 3 years or less,9.44,288,0,11,15,1,0,1,1,5,1,1,1,1,2,-8,0,2,2,1,2,2,2,0,2,-8,0,0,288
131407,108183,1,616.7331,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,5,5,5,5,4,5,1,1,1,3,1,2,2,2,1,2,2,1,1,4,3,3,4,4,4,4,4,1,2,2,4,1,2,30.934,0,19,Teacher has taught 3 years or less,11.25,236,0,9,20,1,0,0,1,5,2,1,1,1,2,-8,0,2,2,1,1,2,2,0,2,-8,0,1,236
131481,100414,1,26.6448,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,2,4,5,4,3,5,2,3,3,4,1,4,4,4,4,1,4,1,3,1,1,1,2,3,2,3,1,1,1,1,1,1,1,19.6735,44.64,11,Teacher has taught 3 years or less,18.75,56,0,4,11,1,0,1,1,5,1,1,1,1,1,1,3,2,2,1,1,1,2,0,2,2,1,0,56
131582,105112,1,509.0085,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,3,1,5,3,4,5,2,1,2,3,1,2,1,1,1,1,2,2,1,3,3,4,3,3,3,3,3,2,2,2,3,1,1,254.1742,0,18,Teacher has taught 3 years or less,6.76,0,21,9,15,1,0,6,1,4,1,1,1,1,1,1,5,1,2,2,1,2,2,21,2,-8,0,1,21
131604,108525,1,48.5343,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,1,2,4,4,3,4,2,2,3,4,2,3,3,2,2,2,2,3,2,2,2,2,1,2,2,3,1,1,1,1,2,1,1,46.106,0,15,Teacher has taught 3 years or less,1.8,134,0,5,9,1,0,5,1,5,1,1,1,1,1,1,3,2,1,1,1,1,2,0,1,-8,1,0,134
131704,104991,1,718.8147,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,1,5,1,3,3,5,3,3,2,1,2,4,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,1,1,1,2,1,1,134.063,26.67,11,Teacher has taught 3 years or less,14.29,0,15,5,17,1,1,5,3,5,1,2,1,1,1,2,2,1,2,2,2,2,2,15,1,1,0,0,15
131748,102390,1,16.2121,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,2,3,4,4,4,4,1,1,4,3,1,3,4,2,1,1,2,1,2,2,1,3,3,4,4,3,3,1,1,1,2,2,1,13.8163,0,19,Teacher has taught 3 years or less,10.42,59,0,5,17,1,0,7,1,5,1,1,1,1,1,2,2,2,1,1,2,2,1,0,-8,-8,0,0,59
131755,109531,1,922.1031,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,4,4,3,5,5,5,1,1,1,2,1,1,1,3,1,2,1,1,1,3,2,3,2,2,3,4,3,2,1,3,3,1,1,265.6212,0,20,Teacher has taught 3 years or less,7.5,0,20,9,14,1,1,0,3,5,2,2,2,2,1,2,5,2,2,2,1,2,2,20,-8,-8,0,0,20
131760,100935,1,35.5094,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,2,2,4,5,3,5,2,3,3,4,3,4,4,3,3,3,3,4,3,3,1,3,3,3,2,2,2,2,1,1,1,4,4,24.6457,9.52,11,Teacher has taught 3 years or less,21.46,105,0,5,12,1,0,5,3,3,-8,-8,-8,-8,-8,-8,0,2,1,1,1,2,1,0,2,2,0,1,105
131926,105774,1,672.5647,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,3,5,5,5,5,5,1,1,2,2,1,2,2,2,1,2,2,2,1,3,2,4,3,4,4,4,2,2,3,2,3,3,3,479.7727,0,19,Teacher has taught 3 years or less,1.88,0,0,10,17,1,0,1,1,5,1,1,1,1,2,-8,0,2,1,1,1,2,1,26,2,-8,0,0,0
131978,103965,0,30.9033,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,4,4,4,4,4,4,1,2,2,3,2,2,2,2,2,2,3,2,3,4,4,4,4,4,4,4,3,3,4,2,4,2,3,23.8218,0,15,Teacher has taught 3 years or less,17.5,0,0,13,19,1,0,0,3,5,2,2,2,2,1,2,5,2,1,1,1,2,2,10,1,-8,0,0,0
132088,110109,1,498.7218,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,1,3,5,4,3,5,1,1,2,2,2,2,2,1,1,1,1,3,2,3,4,4,3,3,3,4,3,3,4,3,4,3,3,71.1214,0,19,Teacher has taught 3 years or less,8.14,0,23,14,16,1,1,1,3,5,1,1,1,1,1,1,3,1,1,2,1,2,2,23,1,-8,0,0,23
132199,109130,0,22.362,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,5,3,5,5,5,5,2,2,4,3,2,3,3,3,3,3,3,3,3,4,2,4,3,3,3,4,3,3,3,2,2,2,5,18.594,0,13,Teacher has taught 3 years or less,6.58,0,0,10,16,1,0,7,1,5,1,1,1,1,1,1,3,2,2,2,2,2,2,16,1,-8,0,0,0
132203,103907,1,552.1904,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,4,4,4,4,4,4,2,2,2,3,1,3,2,2,2,2,2,3,2,4,3,4,4,4,4,4,3,3,4,2,4,2,2,17.8961,0,16,Teacher has taught 3 years or less,9.21,0,22,13,19,1,0,0,1,5,1,1,1,1,1,1,2,2,2,2,2,1,2,22,2,-8,1,0,22
132206,105255,1,2550.6637,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,1,2,4,3,2,4,1,1,3,3,2,1,1,1,1,1,1,1,1,3,3,4,3,3,3,3,3,2,2,3,3,3,3,314.1108,26.32,19,Teacher has taught 3 years or less,3.89,0,19,10,15,1,0,0,1,5,1,1,1,1,2,-8,0,1,1,1,1,2,2,19,1,2,0,1,19
132217,106178,1,556.3504,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,3,5,5,5,5,5,1,1,2,1,1,1,1,1,1,1,1,4,1,4,3,4,4,4,4,4,4,4,4,4,4,1,1,106.0475,0,20,Teacher has taught 3 years or less,3.29,0,0,16,20,1,0,0,2,5,1,1,1,1,1,1,3,2,2,2,1,2,2,28,1,-8,0,0,0
132251,104858,1,656.5713,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,1,3,5,3,1,4,4,4,2,1,4,4,3,4,4,3,4,1,4,1,1,4,2,3,4,4,1,2,2,1,3,4,1,46.0326,3.33,5,Teacher has taught 3 years or less,3.75,60,0,8,14,1,0,1,1,5,2,2,2,2,2,-8,0,2,2,2,2,1,2,0,2,2,1,0,60
132327,111519,0,666.5231,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,3,2,4,4,4,4,2,4,4,2,2,3,3,2,2,2,3,1,2,2,1,3,3,4,2,3,1,1,1,1,2,3,3,12.5209,0,12,Teacher has taught 3 years or less,18.57,51,0,5,13,1,0,0,1,5,2,2,2,2,1,1,3,2,2,1,1,2,2,0,2,-8,0,0,51
